HB722501,0,HB722501_A441D,1096000,100
HB722501,0,HB722501_A4810,1096000,100
HB721103,0,HB721103_A441D,1056000,100
HB721103,0,HB721103_A4810,1056000,100
HSSE290L,0,HSSE290L_NCCGU,2090000,100
HB722502,0,HB722502_A441D,1167000,100
HB722502,0,HB722502_A4810,1167000,100
HB721003,0,HB721003_A441D,963000,100
HB721003,0,HB721003_A4810,963000,100
HB721501,0,HB721501_A441D,625000,100
HB721501,0,HB721501_A4810,625000,100
HB721101,0,HB721101_A441D,525000,100
HB721101,0,HB721101_A4810,525000,100
HB721102,0,HB721102_A441D,558000,100
HB721102,0,HB721102_A4810,558000,100
HB7215G,0,HB7215G_A441D,238000,100
HB7215G,0,HB7215G_A4810,238000,100
HB311403,0,HB311403_GYM,3210000,100
HB311403,0,HB311403_LD,3210000,100
HSSE290F,0,HSSE290F_NCCGU,1990000,100
HB721002,0,HB721002_A441D,498000,100
HB721002,0,HB721002_A4810,498000,100
HB721104,0,HB721104_A441D,962000,100
HB721104,0,HB721104_A4810,962000,100
HB911601,0,HB911601_FIVGY,885000,100
HB911601,0,HB911601_NCCGY,885000,100
HB721001,0,HB721001_A441D,465000,100
HB721001,0,HB721001_A4810,465000,100
HBA501501,0,HBA501501_SP,759000,100
HBA201801,0,HBA201801_CZ,899000,100
HA310611,0,HA310611_DIO,269000,100
HA310611,0,HA310611_LD,269000,100
HA310611,0,HA310611_NCC,269000,100
HA310611,0,HA310611_OS,269000,100
HB7211F,0,HB7211F_A441D,199000,100
HB7211F,0,HB7211F_A4810,199000,100
HB31H09ECN,0,HB31H09ECN_A481A,1594000,100
HB31H09ECN,0,HB31H09ECN_A481C,1594000,100
HBA201501,0,HBA201501_CZ,799000,100
HB911501,0,HB911501_FIVGY,799000,100
HB911501,0,HB911501_NCCGY,799000,100
HB7205G,0,HB7205G_A441D,117000,100
HB7205G,0,HB7205G_A4810,117000,100
HB7210G,0,HB7210G_A441D,166000,100
HB7210G,0,HB7210G_A4810,166000,100
HBA501102,0,HBA501102_SP,1719000,100
HB572201,0,HB572201_A480A,3599000,100
HB572201,0,HB572201_A481A,3599000,100
HBA501101,0,HBA501101_SP,629000,100
HBA201101,0,HBA201101_CZ,599000,100
HBA501601,0,HBA501601_SP,799000,100
HB221801,0,HB221801_L739,1599000,100
HB221801,0,HB221801_L741C,1599000,100
HB722602,0,HB722602_A441D,1227000,100
HB722602,0,HB722602_A4810,1227000,100
HB7210F,0,HB7210F_A441D,166000,100
HB7210F,0,HB7210F_A4810,166000,100
HB721004,0,HB721004_A441D,869000,100
HB721004,0,HB721004_A4810,869000,100
HSSE250LN,0,HSSE250LN_FIV,1602000,100
HSSE250LN,0,HSSE250LN_FIVLUW,1602000,100
HSSE250LN,0,HSSE250LN_GUDN,1602000,100
HSSE250LN,0,HSSE250LN_GUHY,1602000,100
HSSE250LN,0,HSSE250LN_NCC,1602000,100
HSSE250LN,0,HSSE250LN_OSDN,1602000,100
HSSE250LN,0,HSSE250LN_OSHY,1602000,100
HSSE250LN,0,HSSE250LN_OSLU,1602000,100
HA40E09EEF,0,HA40E09EEF_XX,30000,100
HB571605,0,HB571605_A480A,890000,100
HB571605,0,HB571605_A481A,890000,100
HB321601,0,HB321601_A482,999000,100
HB31F11EB,0,HB31F11EB_A481A,1572000,100
HB31F11EB,0,HB31F11EB_A481C,1572000,100
HB571105,0,HB571105_A480A,590000,100
HB571105,0,HB571105_A481A,590000,100
HB311302,0,HB311302_GYM,2230000,100
HB311302,0,HB311302_LD,2230000,100
HB7209F,0,HB7209F_A441D,159000,100
HB7209F,0,HB7209F_A4810,159000,100
HBA221801,0,HBA221801_CZ,499000,100
HM50S10ECE,0,HM50S10ECE_S5G2A,399000,100
HB722601,0,HB722601_A441D,1156000,100
HB722601,0,HB722601_A4810,1156000,100
HB311303,0,HB311303_GYM,2310000,100
HB311303,0,HB311303_LD,2310000,100
HB311402,0,HB311402_GYM,3130000,100
HB311402,0,HB311402_LD,3130000,100
HBA501801,0,HBA501801_SP,849000,100
HB571801,0,HB571801_A480A,3077000,100
HB571801,0,HB571801_A481A,3077000,100
HM30S11EBE,0,HM30S11EBE_S5M2,569000,100
HA40E11EEF,0,HA40E11EEF_XX,35000,100
HM20S15EBE,0,HM20S15EBE_S5M2,1290000,100
HBA221501,0,HBA221501_CZ,449000,100
HB221601,0,HB221601_L739,1454000,100
HB221601,0,HB221601_L741C,1454000,100
HB31H09EBN,0,HB31H09EBN_A481A,1354000,100
HB31H09EBN,0,HB31H09EBN_A481C,1354000,100
HM50S11ECE,0,HM50S11ECE_S5G2A,449000,100
HM40L09ECE,0,HM40L09ECE_S5G2A,900000,100
HA20C11EE,0,HA20C11EE_1M2,239000,100
HA40E15EEF,0,HA40E15EEF_XX,49000,100
HA51M11EAE,0,HA51M11EAE_XX,295000,100
HB311103,0,HB311103_GYM,1940000,100
HB311103,0,HB311103_LD,1940000,100
HBA221101,0,HBA221101_CZ,389000,100
HA51M10EAE,0,HA51M10EAE_XX,270000,100
HM10S18EB,0,HM10S18EB_S5M2,2190000,100
HB321102,0,HB321102_A482,630000,100
HB311102,0,HB311102_GYM,1860000,100
HB311102,0,HB311102_LD,1860000,100
HA51M11EBE,0,HA51M11EBE_XX,345000,100
HB31H15ED,0,HB31H15ED_A481A,1871000,100
HB31H15ED,0,HB31H15ED_A481C,1871000,100
HB321101,0,HB321101_A482,1957000,100
HA51M15EAE,0,HA51M15EAE_XX,390000,100
HBA112202,0,HBA112202_GYMGYM,849000,100
HBA112202,0,HBA112202_SE,849000,100
HM20S18ECE,0,HM20S18ECE_S5M2,1690000,100
HBA112201,0,HBA112201_GYMGYM,799000,100
HBA112201,0,HBA112201_SE,799000,100
HM40L11ECE,0,HM40L11ECE_S5G2A,1200000,100
HA51M10EBE,0,HA51M10EBE_XX,290000,100
HA51M15EBE,0,HA51M15EBE_XX,480000,100
HA40E10EEF,0,HA40E10EEF_XX,32000,100
HB31H09EE,0,HB31H09EE_A481A,1429000,100
HB31H09EE,0,HB31H09EE_A481C,1429000,100
HM20S11EBE,0,HM20S11EBE_S5M2,990000,100
HB31H09EF,0,HB31H09EF_A481A,1669000,100
HB31H09EF,0,HB31H09EF_A481C,1669000,100
HB31F11EE,0,HB31F11EE_A481A,1887000,100
HB31F11EE,0,HB31F11EE_A481C,1887000,100
HM10S18EC,0,HM10S18EC_S5M2,2190000,100
HM40F09EBE,0,HM40F09EBE_S5G2A,800000,100
HB31H15EB,0,HB31H15EB_A481A,1796000,100
HB31H15EB,0,HB31H15EB_A481C,1796000,100
HM10S18EA,0,HM10S18EA_S5M2,2190000,100
HB31F11EC,0,HB31F11EC_A481A,1812000,100
HB31F11EC,0,HB31F11EC_A481C,1812000,100
HM30S15EBE,0,HM30S15EBE_S5M2,749000,100
HBA3008S,0,HBA3008S_L741C,1899000,100
HM20S15ECE,0,HM20S15ECE_S5M2,1290000,100
HM40L15ECE,0,HM40L15ECE_S5G2A,1400000,100
HBA111101,0,HBA111101_GYMGYM,499000,100
HBA111101,0,HBA111101_SE,499000,100
HA51M12EAE,0,HA51M12EAE_XX,312000,100
HB31F11ED,0,HB31F11ED_A481A,1647000,100
HB31F11ED,0,HB31F11ED_A481C,1647000,100
HM20S16EBE,0,HM20S16EBE_S5M2,1490000,100
HBA111501,0,HBA111501_GYMGYM,599000,100
HBA111501,0,HBA111501_SE,599000,100
HA10C18EE,0,HA10C18EE_1M2,339000,100
IBG20AW00A,0,IBG20AW00A_A441D,185000,100
IBG20AW00A,0,IBG20AW00A_A4810,185000,100
HBA511801,0,HBA511801_UW,849000,100
HM10S15EA,0,HM10S15EA_S5M2,1790000,100
HM20S11ECE,0,HM20S11ECE_S5M2,990000,100
HM40F11EBE,0,HM40F11EBE_S5G2A,1000000,100
HM10S16EC,0,HM10S16EC_S5M2,1990000,100
HBA511601,0,HBA511601_UW,799000,100
HM10S15EB,0,HM10S15EB_S5M2,1790000,100
HM10S15EC,0,HM10S15EC_S5M2,1790000,100
HA20C15EE,0,HA20C15EE_1M2,269000,100
HA10C16EE,0,HA10C16EE_1M2,299000,100
HM10S16EB,0,HM10S16EB_S5M2,1990000,100
HBA511101,0,HBA511101_UW,629000,100
HM20S18EBE,0,HM20S18EBE_S5M2,1690000,100
HA10C15EE,0,HA10C15EE_1M2,269000,100
HM40F15EBE,0,HM40F15EBE_S5G2A,1200000,100
HBA511501,0,HBA511501_UW,759000,100
HM20S16ECE,0,HM20S16ECE_S5M2,1490000,100
HA20C16EE,0,HA20C16EE_1M2,299000,100
HA20C18EE,0,HA20C18EE_1M2,339000,100
HM10S16EA,0,HM10S16EA_S5M2,1990000,100
HSSE250LM,0,HSSE250LM_FIVGYM,1799000,100
HSSE250LM,0,HSSE250LM_GUDN,1799000,100
HSSE250LM,0,HSSE250LM_GUHY,1799000,100
HSSE250LM,0,HSSE250LM_GULU,1799000,100
HSSE250LM,0,HSSE250LM_NCCBGM,1799000,100
HSSE250LM,0,HSSE250LM_OSDN,1799000,100
HSSE250LM,0,HSSE250LM_OSLU,1799000,100
HBA3008P,0,HBA3008P_L734,2199000,100
IBM0001A,0,IBM0001A_GUNCC,1772000,100
HBA511102,0,HBA511102_UW,1719000,100
HA43E11EFN,0,HA43E11EFN_1E1,149000,100
HA43E11EFN,0,HA43E11EFN_1E2,149000,100
HA43E09EFN,0,HA43E09EFN_1E1,145000,100
HA43E09EFN,0,HA43E09EFN_1E2,145000,100
IBF0010A,0,IBF0010A_5K1A,1799000,100
IBF0010A,0,IBF0010A_5K1L,1799000,100
IMS11AC02A,0,IMS11AC02A_9M2,299000,100
IMS10AC02A,0,IMS10AC02A_9M2,279000,100
HMSL11EDEN,0,HMSL11EDEN_XX,395000,100
IBF0009A,0,IBF0009A_5K1A,1699000,100
IBF0009A,0,IBF0009A_5K1L,1699000,100
IBA0000A,0,IBA0000A_GU,270000,100
IBA0000A,0,IBA0000A_GY,270000,100
IBA0000A,0,IBA0000A_NCC,270000,100
IMP26AA00A,0,IMP26AA00A_1E1,202500,100
IMP26AA00A,0,IMP26AA00A_1E2,202500,100
HA43E15EFN,0,HA43E15EFN_1E1,185000,100
HA43E15EFN,0,HA43E15EFN_1E2,185000,100
IMS11AB01A,0,IMS11AB01A_9M1,330000,100
IMS11AB00A,0,IMS11AB00A_9M1,330000,100
HA00G01EEU,0,HA00G01EEU_GY,32000,100
IMS15AB01A,0,IMS15AB01A_9M1,440000,100
IMP11AA00A,0,IMP11AA00A_1E1,87000,100
IMP11AA00A,0,IMP11AA00A_1E2,87000,100
IMP25AA00A,0,IMP25AA00A_1E1,202500,100
IMP25AA00A,0,IMP25AA00A_1E2,202500,100
HMSL15EDEN,0,HMSL15EDEN_XX,470000,100
IMP10AA00A,0,IMP10AA00A_1E1,87000,100
IMP10AA00A,0,IMP10AA00A_1E2,87000,100
IMP16AA00A,0,IMP16AA00A_1E1,135000,100
IMP16AA00A,0,IMP16AA00A_1E2,135000,100
IMS15AB00A,0,IMS15AB00A_9M1,440000,100
IAP23AA01A,0,IAP23AA01A_GY,10000,100
IAP23AA01A,0,IAP23AA01A_IV,10000,100
IMP15AA00A,0,IMP15AA00A_1E1,120000,100
IMP15AA00A,0,IMP15AA00A_1E2,120000,100
IAP23AA00A,0,IAP23AA00A_GY,10000,100
IAP23AA00A,0,IAP23AA00A_IV,10000,100
HA11M11EAE,0,HA11M11EAE_XX,290000,100
HMSL10ECEN,0,HMSL10ECEN_XX,599000,100
IMS16AB01A,0,IMS16AB01A_9M1,500000,100
IMS16AB00A,0,IMS16AB00A_9M1,500000,100
HW900801,0,HW900801_FIVGYM,469000,100
HW900801,0,HW900801_NCCBGM,469000,100
HD910841,0,HD910841_FIVGYM,529000,100
HD910841,0,HD910841_NCCBGM,529000,100
HSYA0006,0,HSYA0006_CZ,219000,100
HSYA0006,0,HSYA0006_GU,219000,100
HSYA0006,0,HSYA0006_NCC,219000,100
HSYA0006,0,HSYA0006_SP,219000,100
HD900811,0,HD900811_FIVGYM,299000,100
HD900811,0,HD900811_NCCBGM,299000,100
HDA200801,0,HDA200801_CZ,359000,100
HPA201201,0,HPA201201_CZ,399000,100
HP721015,0,HP721015_OS,399000,100
HPA200801,0,HPA200801_CZ,399000,100
HPA101203,0,HPA101203_GYMGYM,534000,100
HPA101203,0,HPA101203_SE,534000,100
HP900641R,0,HP900641R_FIVGYM,368000,100
HP900641R,0,HP900641R_NCCBGM,368000,100
HD571832,0,HD571832_CGDIO,519000,100
HD571832,0,HD571832_NCC,519000,100
HYC8080P,0,HYC8080P_5J1,18000,100
HYC8080P,0,HYC8080P_XX,18000,100
HDA500811,0,HDA500811_SP,349000,100
HPA501231,0,HPA501231_SP,449000,100
HP311231,0,HP311231_LDGYM,541000,100
HDA100801,0,HDA100801_GYMGYM,329000,100
HDA100801,0,HDA100801_SE,329000,100
HC401002R,0,HC401002R_CZ,425000,100
HC401002R,0,HC401002R_NCC,425000,100
HC401002R,0,HC401002R_SP,425000,100
HA72R10EU,0,HA72R10EU_GYM,99000,100
HYC8081P,0,HYC8081P_5J1,12000,100
HYC8081P,0,HYC8081P_XX,12000,100
HPA101202,0,HPA101202_GYMGYM,521000,100
HPA101202,0,HPA101202_SE,521000,100
HU00R01EL,0,HU00R01EL_GYM,79000,100
HP900651R,0,HP900651R_FIVGYM,369000,100
HP900651R,0,HP900651R_NCCBGM,369000,100
HP801033,0,HP801033_UAIV,413000,100
HP900841R,0,HP900841R_FIVGYM,320000,100
HP900841R,0,HP900841R_NCCBGM,320000,100
HA72S00EEA,0,HA72S00EEA_A481C,128000,100
HD58Y103EL,0,HD58Y103EL_CGYM,399000,100
HD58Y103EL,0,HD58Y103EL_NCC,399000,100
HCH1007,0,HCH1007_IV,149000,100
HCH1007,0,HCH1007_NCC,149000,100
HE570931,0,HE570931_CGDIO,499000,100
HE570931,0,HE570931_NCC,499000,100
HE570911,0,HE570911_CGDIO,315000,100
HE570911,0,HE570911_NCC,315000,100
HU00R00EL,0,HU00R00EL_GYM,79000,100
HPA101201,0,HPA101201_GYMGYM,399000,100
HPA101201,0,HPA101201_SE,399000,100
HD21Y050L,0,HD21Y050L_OS,359000,100
HA72R10AU,0,HA72R10AU_GYM,99000,100
HC570521,0,HC570521_DIO,67000,100
HC570521,0,HC570521_NCCGYM,67000,100
HPA500821,0,HPA500821_SP,219000,100
HPA500821,0,HPA500821_UW,219000,100
HP571041R,0,HP571041R_CGYM,499000,100
HP571041R,0,HP571041R_NCC,499000,100
HYC6003,0,HYC6003_XX,19000,100
HPA500831,0,HPA500831_SP,349000,100
HC570221,0,HC570221_DIO,48000,100
HC570221,0,HC570221_NCCGYM,48000,100
HC401001,0,HC401001_CZ,375000,100
HC401001,0,HC401001_NCC,375000,100
HC401001,0,HC401001_SP,375000,100
HCH1003N,0,HCH1003N_F521,119000,100
HA570302,0,HA570302_DIO,64000,100
HA570302,0,HA570302_NCC,64000,100
HD701013N,0,HD701013N_SP,159000,100
HC400802,0,HC400802_SP,389000,100
HYC848D,0,HYC848D_GUDG,399000,100
HYC848D,0,HYC848D_OSBG,399000,100
HYC848D,0,HYC848D_SPSP,399000,100
HYC910A,0,HYC910A_CGYA,2100000,100
HYC910A,0,HYC910A_GYA,2100000,100
HYC910A,0,HYC910A_IVA,2100000,100
HA20S04EEF,0,HA20S04EEF_2P1,179000,100
HYC8024,0,HYC8024_GU,159000,100
HYC8024,0,HYC8024_OS,159000,100
HYC8024,0,HYC8024_SP,159000,100
HYC8008,0,HYC8008_GUDG,199000,100
HYC8008,0,HYC8008_OSBG,199000,100
HYC8008,0,HYC8008_SPSP,199000,100
HC400801,0,HC400801_SP,339000,100
HSMC7085R,0,HSMC7085R_FIVGYM,449000,100
HSMC7085R,0,HSMC7085R_NCCBGM,449000,100
HYC8118,0,HYC8118_GUDG,349000,100
HYC8118,0,HYC8118_OSBG,349000,100
HYC8118,0,HYC8118_SPSP,349000,100
HP311041R,0,HP311041R_LDGYM,612000,100
HYC8004,0,HYC8004_GUDG,159000,100
HYC8004,0,HYC8004_OSBG,159000,100
HYC8004,0,HYC8004_SPSP,159000,100
HYC8006,0,HYC8006_GUDG,179000,100
HYC8006,0,HYC8006_OSBG,179000,100
HYC8006,0,HYC8006_SPSP,179000,100
HYC8058R,0,HYC8058R_GUDG,439000,100
HYC8058R,0,HYC8058R_OSBG,439000,100
HYC8058R,0,HYC8058R_SPSP,439000,100
HYC8138,0,HYC8138_GUDG,229000,100
HYC8138,0,HYC8138_OSBG,229000,100
HYC8138,0,HYC8138_SPSP,229000,100
HYC8124R,0,HYC8124R_GU,249000,100
HYC8124R,0,HYC8124R_OS,249000,100
HYC8124R,0,HYC8124R_SP,249000,100
HYC848E,0,HYC848E_GUDG,319000,100
HYC848E,0,HYC848E_OSBG,319000,100
HYC848E,0,HYC848E_SPSP,319000,100
HYC8026,0,HYC8026_GU,509000,100
HYC8026,0,HYC8026_OS,509000,100
HYC8026,0,HYC8026_SP,509000,100
HCH1003,0,HCH1003_A480V,119000,100
HP310651R,0,HP310651R_LDGYM,556000,100
HYC8124L,0,HYC8124L_GU,249000,100
HYC8124L,0,HYC8124L_OS,249000,100
HYC8124L,0,HYC8124L_SP,249000,100
HPA511231,0,HPA511231_UW,449000,100
HP721025R,0,HP721025R_OS,469000,100
HP720605R,0,HP720605R_OS,509000,100
IFW0024A,0,IFW0024A_GU,499000,100
IFW0024A,0,IFW0024A_OS,499000,100
IFW0024A,0,IFW0024A_SP,499000,100
HPA510831,0,HPA510831_UW,349000,100
HP801043R,0,HP801043R_UAIV,515000,100
IFH00AQ00A,0,IFH00AQ00A_BG,25000,100
IFH00AQ00A,0,IFH00AQ00A_DG,25000,100
IFH00AQ00A,0,IFH00AQ00A_SP,25000,100
HYC911A,0,HYC911A_DGC,305000,100
HYC911A,0,HYC911A_GYC,305000,100
IFW0025A,0,IFW0025A_GU,539000,100
IFW0025A,0,IFW0025A_OS,539000,100
IFW0025A,0,IFW0025A_SP,539000,100
HDB1E10LE,0,HDB1E10LE_SP,599000,100
HYC912D,0,HYC912D_DGC,585000,100
HYC912D,0,HYC912D_GYC,585000,100
IFW0021A,0,IFW0021A_GU,249000,100
IFW0021A,0,IFW0021A_OS,249000,100
IFW0021A,0,IFW0021A_SP,249000,100
IFO0001A,0,IFO0001A_GUDG,289000,100
IFO0001A,0,IFO0001A_OSBG,289000,100
IFO0001A,0,IFO0001A_SPSP,289000,100
HDB1E08HE,0,HDB1E08HE_SP,799000,100
HPB1E08AE,0,HPB1E08AE_SP,699000,100
HPB1E08CE,0,HPB1E08CE_SP,499000,100
HYC941A,0,HYC941A_DGC,225000,100
HYC941A,0,HYC941A_GYC,225000,100
IFW0022A,0,IFW0022A_GU,299000,100
IFW0022A,0,IFW0022A_OS,299000,100
IFW0022A,0,IFW0022A_SP,299000,100
IFI0010A,0,IFI0010A_GU,201000,100
IFI0010A,0,IFI0010A_OS,201000,100
IFI0010A,0,IFI0010A_SP,201000,100
IFW0023A,0,IFW0023A_GU,249000,100
IFW0023A,0,IFW0023A_OS,249000,100
IFW0023A,0,IFW0023A_SP,249000,100
IFI0009A,0,IFI0009A_GU,171000,100
IFI0009A,0,IFI0009A_OS,171000,100
IFI0009A,0,IFI0009A_SP,171000,100
HYC911C,0,HYC911C_DGC,575000,100
HYC911C,0,HYC911C_GYC,575000,100
HPB1E08BE,0,HPB1E08BE_SP,699000,100
HYC912C,0,HYC912C_DGC,515000,100
HYC912C,0,HYC912C_GYC,515000,100
HYC911B,0,HYC911B_DGC,435000,100
HYC911B,0,HYC911B_GYC,435000,100
HYC991A,0,HYC991A_DGC,299000,100
HYC991A,0,HYC991A_GYC,299000,100
HYC992D,0,HYC992D_DGC,565000,100
HYC992D,0,HYC992D_GYC,565000,100
HYC991B,0,HYC991B_DGC,425000,100
HYC991B,0,HYC991B_GYC,425000,100
HYC992C,0,HYC992C_DGC,495000,100
HYC992C,0,HYC992C_GYC,495000,100
IFO0000A,0,IFO0000A_GUDG,339000,100
IFO0000A,0,IFO0000A_OSBG,339000,100
IFO0000A,0,IFO0000A_SPSP,339000,100
HYC991C,0,HYC991C_DGC,565000,100
HYC991C,0,HYC991C_GYC,565000,100
HYC912B,0,HYC912B_DGC,445000,100
HYC912B,0,HYC912B_GYC,445000,100
HYC941D,0,HYC941D_DGC,292000,100
HYC941D,0,HYC941D_GYC,292000,100
HYC951B,0,HYC951B_DGC,259000,100
HYC951B,0,HYC951B_GYC,259000,100
HYC951A,0,HYC951A_DGC,229000,100
HYC951A,0,HYC951A_GYC,229000,100
HYC912A,0,HYC912A_DGC,293000,100
HYC912A,0,HYC912A_GYC,293000,100
HYC993A,0,HYC993A_DGC,323000,100
HYC993A,0,HYC993A_GYC,323000,100
HYC951D,0,HYC951D_DGC,299000,100
HYC951D,0,HYC951D_GYC,299000,100
HYC913E,0,HYC913E_DGC,400000,100
HYC913E,0,HYC913E_GYC,400000,100
HYC913B,0,HYC913B_DGC,360000,100
HYC913B,0,HYC913B_GYC,360000,100
HYC941B,0,HYC941B_DGC,253000,100
HYC941B,0,HYC941B_GYC,253000,100
HYC993E,0,HYC993E_DGC,390000,100
HYC993E,0,HYC993E_GYC,390000,100
HYC992B,0,HYC992B_DGC,425000,100
HYC992B,0,HYC992B_GYC,425000,100
HYC913D,0,HYC913D_DGC,361000,100
HYC913D,0,HYC913D_GYC,361000,100
HYC913A,0,HYC913A_DGC,330000,100
HYC913A,0,HYC913A_GYC,330000,100
HYC848F,0,HYC848F_GU,145000,100
HYC848F,0,HYC848F_OS,145000,100
HYC848F,0,HYC848F_SP,145000,100
HYC993B,0,HYC993B_DGC,351000,100
HYC993B,0,HYC993B_GYC,351000,100
HYC993D,0,HYC993D_DGC,353000,100
HYC993D,0,HYC993D_GYC,353000,100
HYC992A,0,HYC992A_DGC,288000,100
HYC992A,0,HYC992A_GYC,288000,100
HP900511,0,HP900511_FIVGYM,139000,100
HP900511,0,HP900511_NCCBGM,139000,100
HA9003,0,HA9003_BWBG,125000,100
HC310522,0,HC310522_LDGYM,135000,100
HP570422,0,HP570422_CGDIO,249000,100
HP570422,0,HP570422_NCC,249000,100
HAA100401,0,HAA100401_GYM,99000,100
HAA100401,0,HAA100401_SE,99000,100
HAA100401,0,HAA100401_SP,99000,100
HAA100401,0,HAA100401_UW,99000,100
HPA200401,0,HPA200401_CZ,216000,100
HAA200401,0,HAA200401_CZ,172000,100
HP570432,0,HP570432_CGDIO,325000,100
HP570432,0,HP570432_NCC,325000,100
HPA100401,0,HPA100401_GYMGYM,165000,100
HPA100401,0,HPA100401_NCC,165000,100
HPA100401,0,HPA100401_SE,165000,100
HPA100401,0,HPA100401_SP,165000,100
HP570421,0,HP570421_CGYM,209000,100
HP570421,0,HP570421_NCC,209000,100
HP720516,0,HP720516_OS,149000,100
HP800421,0,HP800421_UAIV,149000,100
HP570832,0,HP570832_CGDIO,425000,100
HP570832,0,HP570832_NCC,425000,100
HPA300501,0,HPA300501_CZ,790000,100
HSOP064OR,0,HSOP064OR_GYM,349000,100
HSOP064OR,0,HSOP064OR_WW,349000,100
HSMD018,0,HSMD018_FIVGY,239000,100
HSMD018,0,HSMD018_GYM,239000,100
HSMD018,0,HSMD018_NCCBG,239000,100
HPEL008,0,HPEL008_NCC,199000,100
HL13T19HL,0,HL13T19HL_FIV,559000,100
HL13T19HL,0,HL13T19HL_GG,559000,100
HSUD018T,0,HSUD018T_NCCGY,379000,100
HL10Y06TL,0,HL10Y06TL_FKFK,79000,100
HL10Y06TL,0,HL10Y06TL_GYMGY,79000,100
HL10Y06TL,0,HL10Y06TL_IVIIV,79000,100
HL10Y06TL,0,HL10Y06TL_LDDG,79000,100
HL10Y06TL,0,HL10Y06TL_OSBG,79000,100
HL10Y06TL,0,HL10Y06TL_UACHO,79000,100
HSPD140,0,HSPD140_NCCBG,189000,100
HSPD140,0,HSPD140_NCCDG,189000,100
